id,product_id,username,age_range,skin_type,rating,text,is_recommended,price
920495,22096,jungharapan,18 and Under,Combination,4.0,"udah tube kedua akuu. suka banget sama wangi jeruknya, seger. teksturnya juga creamy banget. sejauh ini efek yang aku rasain wajahku jadi lebih cerah. dulu juga banyak acne scar sekarang lumayan memudar. pokoknya sukaaaa banget 💜 tapi masih mencari face wash lain yang ga sekedah mencerahkan juga siih.",0,19500.0
2028333,600,Ratutasya05_,18 and Under,Combination,5.0,"sebenarnya,aku dulu sempet pake ini yang tube kecilnya karna lagi itu ada diskon ,kebetulan buat dibawa-bawa gampang ,terus nyoba gada efek negatif diaku lagi itu baru tau skincare juga sih,trus 2 bulan semua fw pada habis baru inget distok ada hadalabo jadi aku pake ,ternyata cocok bangget dikulit aku yang kombinasi + acne dia ngelembapin trus kaya cerahan gitu pas 2 minggu lebih udah keliatan lumayan hasilnya ,yang bikin aku tambah suka ini non fragrance .jadi aku terusin sekarang .",1,24000.0
1745839,12377,xsalsabila,18 and Under,Combination,4.0,"face wash pertama ku. di muka aku efek mencerahkannya keliatannnnn bangett, baunya juga wangii. udah repurchase 2x walaupun sebenarnya bikin sedikit ketarik, sSEEDIKITT YAA. meskipun sedikit bikin ketarik gitu tetep aku lanjut pakai karena dia ga bikin jerawat dkk, wkwk. tp skrg udah nemu penggantinya <3",1,20000.0
1703813,3686,rumaishani,18 and Under,Combination,5.0,Good good good good good good good good good good good good good good good Good good good good good good good good good good good good good good good Good good good good good good good good good good good good good good good Good good good good good good good good good good good good good good good,1,20000.0
1452140,43854,Cindy07,18 and Under,Combination,5.0,Aku suka banget sama scrub ini tapi aku pake ini kyk sabun muka biasa krn ak baca di cara pemakaiannya dua kali sehari. Efek d wajahku jadi cerah banget. Tapi menurutku untuk scrub sih kurang membersihkan sampe ke dlam. Repurchase? yes,1,29700.0
1535471,27159,ratnanrhm,18 and Under,Combination,4.0,"jadi aku baru pake ini sih. liat riview2 nya pada bilang bagus2 semua. akhirnya aku beli, harganya murce, no alhokol dan no fragrance jd menurut aku ini rekomen bgt si aplg buat muka sensitive. ini juga lumayan ngempesin bruntusan.",1,14000.0
2089394,77382,cacaa19_,18 and Under,Combination,5.0,"my previous facewash udh habis jdnya gw coba deh this product. fwnya kaya gel gitu at first, but then kalo kena air jadi foamy jdnya enak & ga boros 😩❤️ and sebelumnya kan gw jerawatan parah krn iseng"" nyobain serum, and after using this, jadi cepet hilang jerawatnya😭❤️ obvs would reputchase n recommend!!",1,109000.0
1218322,22096,Afifahalydrs_,18 and Under,Combination,5.0,"Ak awal ny coba aja dan masih ragu"" tapi pas udah nyoba seminggu ga breakout bener"" buat muka gw yg blang jd lebih cerah dan gw lnjutn trs pnggunaan ny, jrwt gw yg bnyk udah ilng, recomended dehh muka cerah + jrwt ilng luv, repurchase? Yes!!!",1,19500.0
2085372,87506,shakirayanggg,18 and Under,Combination,5.0,"paling suka tipikal gentle cleanser begini, kulitku sensitif, dan kombinasi berminyak dan patchy di bbrp tempat kdg suka perih cuci muka, ini bnr2 enak bgt, low ph jg!!! dia kayak hydrating gt jadi gak ketarik mukanya. pokonya safe ingredients gt deh buat sensitive skin!",1,98000.0
1445891,45199,aliyahrahma68,18 and Under,Combination,4.0,"bagus banget produknya, kotoran langsung keangkat gitu dan wajah langsung cerahan. yang biasanya bangun pagi wajahku berminyak kalau malemnya pake ini minyaknya lumayan keangkat. rokemendasi banget buat yg oily",1,60000.0
1598413,7571,shillariana,18 and Under,Combination,5.0,"awalnyaa pake product ini muka ku agak breakout, tp aku ttp lanjutin pake productnyaa, dan skrg bruntusan dijidat ku berkurang, seneng bgtt nemu fw inii, pokoknya ini bgs bgt buat kalian yang ada bermasalah sama bruntusan",1,25000.0
2038718,77944,niiisaaa097,18 and Under,Combination,3.0,jujur aku suka bngt sama ponds whip foam ini bner bener bagus bngtt bikin wajah aku jadi glowing dan pori² aku bener² tersamar kan mengontrol minyak dan mengangkat kotoran dimuka ku busa whip creamy nya banyak banget halus dan lembut gitu so ini recomend bangett si sebaguss ituuu,1,25000.0
2106199,89336,Syifabela,18 and Under,Combination,5.0,"Udah lama nyari cleanser yang cocok di wajah tapi belum nemuin yang cocok, dan akhirnya tertarik nyobain cleansernya n'pure yg noni probiotic ini 😍 enak banget cleansernya gak bikin ketarik di wajah tpi tetap berbusaa 😍 ingredientsnya juga bagus. Akhirnya sekarang nemu cleanser yang cocok di kulit ku yg kombinasi 😍❤",1,69000.0
1626796,40451,ayunara,18 and Under,Combination,4.0,"ini untuk pemula yang ingin coba untuk mencerahkan dan ngasih efek glowing kulit, hanya saja gak ada efek untuk mengontrol minyak di wajah, jadinya muka aku glowing tapi ada minyak nya, lumayan suka sama produk ini karena benar-benar bikin kulit aku cerah suka",1,25000.0
2114008,28047,manuelaamnd,18 and Under,Combination,5.0,"pertama nyoba dan COCOKK. Gabikin muka ketarik, gabikin kering, busa juga dikit. Cuman minusnya itu 150 ml tapi masi kurang gitu, tipe yang lumayan sulit di bilas jd harus pake air byk, rada krg cocok buat yang buru² pgn bilas wkwk. Awal² pasti krg suka soalnya finish setelah dibilas rada licin,tapi lama² sukaa bgttt soalnya jadi hal yg biasa! Cobain deh🤩",1,55000.0
2444379,92540,shrnsia_23,18 and Under,Combination,5.0,"Awalnya coba-coba karena gk tau mau pake facial wash apa yg aman di kulitku yang berjerawat, cukup berminyak, dan rada sensitif. Tapi setelah coba produknya ternyata bagus banget. Ngaruh banget di mukaku dengan kondisi muka yang berjerawat, cukup berminyak, dan rada sensitif. Produknya aman sejauh ini, gk bikin muka kering dan kerasa ketarik juga gk bikin muka mudah berminyak. Overall aku sukabumi produknya. Jadi kalau misalnya kalian ada problem kulit berjerawat yang sekiranya sama kayak aku, bisa coba produk ini dulu, juga produknya lain dari whitelab yang acne care. Karena di aku yang dulu masih pemula dalam dunia skincare ini produk aman dan berefek di aku.",1,47000.0
1591540,69127,afipf,18 and Under,Combination,4.0,"semenjak kulit bruntusan jadi make yg varian ini, dan varian ini lebih ringan juga.. gak bikin kering, bikin cerah seketika pas baru selesai cuci muka.. gaada reaksi negatif apapun sih, tapi bakal selalu repurchase karena murmer dan gampang dicari",1,28500.0
2253804,45469,ekarizkya,18 and Under,Combination,5.0,"jarang bgt ganti fw, tapi pas pake ini langsung cocok. kulitku combi dan emang bener-bener enak banget di kulitku, sehabis pake fwnya juga gabikin keset/kering. aku pake ini dari kelas 3 SMA smpe skrng kuliah smst 2 masih oke bangett",1,28500.0
2296261,17459,mellysa_,18 and Under,Combination,5.0,Suka bangett. Bener bener bisa bantu bruntusanku. harga terjangkau. aku pake bisa sampai 2bln dengan harga 39.000 itu worth it banget. baunya harum garnier biasanya. keset dimuka gk bikin kering. minyak minyak diwajah terasa hilang setelah pake ini,1,15300.0
1876784,2786,Devielengga,18 and Under,Combination,5.0,"pertama kalicoba emang bagus gak bikin kulit kering dan ketarik, gak nimbulin bad effect juga. ditambah harganya lumayan murah untuk pelajar, udah abis 2 tub spertinya lupa wkwk dan suka banget mungkin bakal beli lagi krn ini udh mau abis juga",1,30000.0
2297210,54657,shxprzll,18 and Under,Combination,5.0,"Aku suka teksture facial wash yg gentle gini, karena menurut aku ini ga yg bikin keset dimuka dan tetep jaga kelembapan muka. Make ini nyaman banget buat muka aku yg sensitif dan jerawat. Bau gentle wash nya yg wangi tumbuhan gak bikin risih dan make ini abisnya berasa glowing cerah.",1,35000.0
1290468,28407,aulidatyas,18 and Under,Combination,4.0,"Facial wash pertama yang bikin aku ngerasa ada efek yang terjadi di muka aku. Pake ini pas habis stress dan jarang skincare-an banget, terus bener-bener sangat mencerahkan. Muka jadi bersih. Dipakenya juga enak dan nyaman banget. Gara-gara facial wash ini jadi rajin skincare-an.",1,95000.0
1823348,28189,mylifeaszara,18 and Under,Combination,3.0,"packaging wise, i do love it, v simple it reflects what the moisturizer really is, just a white with a lil bit of green💚 font. But, i do like the tube size more, karena lebih compact aja sih, i have the 50 ml one.
The moisturizer itself has really basic ingredients, it has squalene✨, raspberry extract🍓🫐, and glycerin💦. Once again, aku diracun sama Rowena Tsai from BeautyWithin💖, i do trust her🥰. Untuk experience pas make product nya tuh actually really nice, tidak menimbulkan jerawat, occlusive nya tuh pas but harus precise make productnya seberapa banyak karena kalo pakenya kebanyakan emang bikin oily, apalagi di bagian Tzone, seberapa dikit aku pake pasti bikin oily. Padahal untuk dibagian Uzone itu pas banget☺️. I use this product only at night🌙. Moisturizer ini enak banget dijadiin carrier oil. Will i repurchase it? hmm idk maybe no?",1,430000.0
1652007,45469,febinadia,18 and Under,Combination,3.0,love-hate relationship sama face wash ini. aku beli pas lagi booming banget tuh. awalnya seneng banget kulitku jadi makin cerah. tapi sayangnya makin lama kulitku makin super oily. udah gitu kadang ngerasa kurang bersih aja pake ini. repurchase? no,1,28500.0
1490436,15106,janett,18 and Under,Combination,4.0,"Buat muka aku yg oily, ini cocok banget si. Emang rada kering tapi muka jadi ga cepet berminyak. Kalo di aku fine2 aja cuma bbrp temen yg pake produk sama bilang kalo ini bikin bruntusan, bener2 tergantung dari muka kita si. ",1,15000.0
1481212,4765,sellyaryanti,18 and Under,Combination,5.0,"pas lagi nyari2 facewash aku nemu product lokal inii, trus karna harganya murah jdi ak tertarik bngt buat beli.awal make ini pas ak lgi breakout bngt, trs pas udh 2 minggu make jerawatku berkurang bngtt, trus jarang muncul yg baru gitu. skrng udh pemakaian tube ke 2. repurcase? yesss ofc! tp buat kalian yg ga cocok sama lauric acid jangan dicoba ya soalnya lauric acid nya ada di list pertama2",1,15000.0
2272511,77944,eliskamrnna23_,18 and Under,Combination,5.0,"the best banget sih berdasarkan pengalaman aku pake serum whip foam inii ,karena busanya itu banyakk banget dan teksturnya creamy kek whipcream gituu guys , aku pake ini pori wajah ku lumayan tersamarkan karena dia itu ada collagen serumnya ,selain itu dia juga mengandung vitamin B3+",1,25000.0
2211928,60411,layla_a,18 and Under,Combination,5.0,"Hii, its me! (ig: lifezthetix). This is #HonestReview from me and on my skin. Type; sensitive and combination. DISCLAIMER: kulit setiap orang beda"" yaa, cocok""an ajaa 🤩. Buat aku yg suka gonta-ganti fw(facial wash), ini salah satu fw terbaik!!! ini bisa bikin jerawat jadi kalem gitu dan bahkan berkurang. BAGUS BANGET. Apalagi kalau pakai acne spot gel nya, pasti dijamin cepet sembuh!! cuma kesalahanku yg suka ganti"" skincare karena kepooo, akhirnya kulitku bermasalah dan coba skincare lain. Alhasil? tetep back ke JF, sesuka itu!!! pertahankan yaa, kalau bisa ditingkatkan lagiii. Buat kulitku yang superrr sensitif dan banyak ga cocok di banyak brand, ini bikin jatuh hati, huhuuuuu, love it! thank u!",1,19000.0
1266243,29566,ericajulian,18 and Under,Combination,4.0,"Sebelum pakai ini, aku pernah denger dari temen kalau pake ini kulit akan terasa tertarik, tapi ternyata di aku engga. Produk ini emang ga ngempesin jerawatku sih, tapi semenjak pakai ini emang jerawat jadi jarang banget muncul kecuali emang waktu pms atau mens kadang muncul 1/2. Tapi ga separah dulu.... Menurutku gaada baunya kalau yang ini, jadi waktu pemakaian gada yang bikin risih karena bau, dsb.",1,140000.0
1392584,40624,The_jell,18 and Under,Combination,5.0,"Ini benerrr² bagusss bangettt, aku asalnya tu lihat review an orang² tentang product ini. Nah trus aku beliii dan ternyata hasil nya dimuka aku bener² bagus. Kalau abis cuci muka pake ini, muka rasanya tu keset banget gituuu trus juga kalo diaku product ini ngebantu buat ngilangin bruntusan siii. Bagus bangetttt😭",1,150000.0
1229812,40775,sintapuspa,18 and Under,Combination,4.0,"Aku pake ini udh 3 thn dr sma kls 1. baunya agak menyengat sih utk yg pertama kali pake tp lama kelamaan terbiasa. Tp di aku si citra ini terbukti bgt buat nyerahin dan memudarkan bekas jerawat aku dibagian pipi. Agak sedikit bikin kering tp kl dipake barengan sm hydrating toner ini bgs bgt sih. Dulu smpt ganti2 fw tp ttp balik ke citra krn yg lain bikin muka aku kusam dan jerawatan, jd suka bgt sm si citra ini",1,17500.0
2487513,100957,Dhini04,18 and Under,Combination,5.0,"Pertama kali coba pake senka rose ini wangi kelopak bunga mawarnya menenangkan. ketika busanya di taruh di wajah jadi lembut banget, kulit wajah terasa segar dan bersih, sekarang wajah sangat nyaman deh. Ini produk terbaru senka cobain deh, rekomended banget deh.",1,63000.0
1457674,47645,MelisaTappi,18 and Under,Combination,4.0,"aku cobain ini karena waktu itu lagi breakout lumayan parah, hasilnya di kulit ku oke banget ga bikin keset malah jadi halus banget, breakout juga jadi mendingan banget. dari segi harga juga affordable cuman dari segi komposisi nya seinget aku ada alcohol dan fragrance yang kurang cocok untuk sensitive skin",1,17000.0
